Package,Class,Lines of Code,Cyclomatic Complexity,Weighted Methods per Class,Depth of Inheritance Tree,Number of Children,Coupling between Objects,Response for Class,Lack of Cohesion of Methods
com.airbnb.lottie.manager,FontAssetManager.java,87,15,15,1,0,1,9,5
com.airbnb.lottie.manager,package-info.java,3,0,0,0,0,0,0,0
com.airbnb.lottie.manager,ImageAssetManager.java,109,16,18,1,0,1,10,6
com.airbnb.lottie.model,KeyPath.java,100,25,25,1,0,5,28,11
com.airbnb.lottie.model,Font.java,27,5,5,1,0,1,5,5
com.airbnb.lottie.model,FontCharacter.java,43,7,7,1,0,1,9,7
com.airbnb.lottie.model,CubicCurveData.java,37,8,8,1,0,1,8,7
com.airbnb.lottie.model,MutablePair.java,29,5,5,1,0,1,8,4
com.airbnb.lottie.model,Marker.java,21,4,4,1,0,1,2,2
com.airbnb.lottie.model,KeyPathElement.java,10,2,2,0,3,1,2,0
com.airbnb.lottie.model,DocumentData.java,44,2,2,2,0,1,3,2
com.airbnb.lottie.model,LottieCompositionCache.java,33,8,8,1,0,1,9,5
com.airbnb.lottie.model.animatable,AnimatableSplitDimensionPathValue.java,24,4,4,1,0,2,8,3
com.airbnb.lottie.model.animatable,AnimatableFloatValue.java,16,3,3,2,0,1,3,0
com.airbnb.lottie.model.animatable,AnimatableGradientColorValue.java,14,2,2,2,0,1,2,0
com.airbnb.lottie.model.animatable,AnimatablePathValue.java,29,5,5,1,0,1,7,0
com.airbnb.lottie.model.animatable,AnimatableTextFrame.java,13,2,2,2,0,1,2,0
com.airbnb.lottie.model.animatable,AnimatableScaleValue.java,20,4,4,2,0,1,4,0
com.airbnb.lottie.model.animatable,package-info.java,3,0,0,0,0,0,0,0
com.airbnb.lottie.model.animatable,AnimatableShapeValue.java,15,2,2,2,0,1,2,0
com.airbnb.lottie.model.animatable,AnimatableTransform.java,67,13,13,1,0,1,13,10
com.airbnb.lottie.model.animatable,AnimatableTextProperties.java,14,1,1,1,0,1,1,0
com.airbnb.lottie.model.animatable,AnimatableColorValue.java,13,2,2,2,0,1,2,0
com.airbnb.lottie.model.animatable,BaseAnimatableValue.java,28,6,6,1,8,1,7,0
com.airbnb.lottie.model.animatable,AnimatableIntegerValue.java,16,3,3,2,0,1,3,0
com.airbnb.lottie.model.animatable,AnimatablePointValue.java,14,2,2,2,0,1,2,0
com.airbnb.lottie.model.animatable,AnimatableValue.java,9,3,3,0,3,1,3,0
com.airbnb.lottie.model.content,GradientType.java,2,0,0,2,0,1,0,0
com.airbnb.lottie.model.content,ShapeTrimPath.java,57,10,10,2,0,1,9,8
com.airbnb.lottie.model.content,GradientFill.java,68,12,12,1,0,2,13,11
com.airbnb.lottie.model.content,RectangleShape.java,44,8,8,1,0,2,9,7
com.airbnb.lottie.model.content,package-info.java,3,0,0,0,0,0,0,0
com.airbnb.lottie.model.content,CircleShape.java,40,7,7,1,0,1,9,6
com.airbnb.lottie.model.content,MergePaths.java,53,7,7,2,0,3,8,5
com.airbnb.lottie.model.content,PolystarShape.java,78,14,14,2,0,1,12,11
com.airbnb.lottie.model.content,ShapeFill.java,46,8,8,1,0,2,9,7
com.airbnb.lottie.model.content,GradientStroke.java,83,15,15,1,0,2,16,14
com.airbnb.lottie.model.content,Repeater.java,40,7,7,1,0,2,8,6
com.airbnb.lottie.model.content,ShapePath.java,33,6,6,1,0,2,7,5
com.airbnb.lottie.model.content,GradientColor.java,29,6,6,1,0,3,6,5
com.airbnb.lottie.model.content,Mask.java,28,5,5,2,0,1,5,5
com.airbnb.lottie.model.content,ShapeData.java,75,14,14,1,0,4,14,7
com.airbnb.lottie.model.content,ShapeGroup.java,32,6,6,1,0,2,8,5
com.airbnb.lottie.model.content,ShapeStroke.java,92,14,14,2,0,1,12,11
com.airbnb.lottie.model.content,ContentModel.java,8,1,1,0,13,1,1,0
com.airbnb.lottie.model.layer,ShapeLayer.java,31,4,4,2,0,1,5,0
com.airbnb.lottie.model.layer,BaseLayer.java,486,71,71,1,6,4,86,31
com.airbnb.lottie.model.layer,Layer.java,158,37,37,2,0,2,36,24
com.airbnb.lottie.model.layer,SolidLayer.java,78,7,7,2,0,1,6,4
com.airbnb.lottie.model.layer,package-info.java,3,0,0,0,0,0,0,0
com.airbnb.lottie.model.layer,ImageLayer.java,66,7,7,2,0,1,9,2
com.airbnb.lottie.model.layer,TextLayer.java,444,56,56,2,0,1,39,13
com.airbnb.lottie.model.layer,CompositionLayer.java,188,18,18,2,0,3,17,9
com.airbnb.lottie.model.layer,NullLayer.java,16,3,3,2,0,1,4,0
com.airbnb.lottie.network,LottieNetworkCacheProvider.java,6,1,1,0,3,1,1,0
com.airbnb.lottie.network,DefaultLottieFetchResult.java,62,12,29,1,0,1,12,0
com.airbnb.lottie.network,FileExtension.java,22,4,4,2,0,1,0,4
com.airbnb.lottie.network,LottieNetworkFetcher.java,7,1,1,0,1,1,1,0
com.airbnb.lottie.network,DefaultLottieNetworkFetcher.java,13,1,1,1,0,1,1,0
com.airbnb.lottie.network,package-info.java,3,0,0,0,0,0,0,0
com.airbnb.lottie.network,LottieFetchResult.java,12,4,4,0,1,1,4,0
com.airbnb.lottie.network,NetworkFetcher.java,117,23,28,1,0,1,15,6
com.airbnb.lottie.network,NetworkCache.java,116,18,30,1,0,1,16,0
com.airbnb.lottie.parser,MergePathsParser.java,31,2,2,1,0,1,2,0
com.airbnb.lottie.parser,ShapeTrimPathParser.java,45,2,2,1,0,1,3,0
com.airbnb.lottie.parser,AnimatableTextPropertiesParser.java,60,6,6,1,0,1,6,2
com.airbnb.lottie.parser,AnimatableValueParser.java,53,14,14,1,0,1,36,0
com.airbnb.lottie.parser,ScaleXYParser.java,25,4,4,1,0,1,2,0
com.airbnb.lottie.parser,ShapeFillParser.java,51,2,2,1,0,1,3,0
com.airbnb.lottie.parser,FloatParser.java,11,2,2,1,0,1,2,0
com.airbnb.lottie.parser,LayerParser.java,218,11,11,1,0,1,5,1
com.airbnb.lottie.parser,PathParser.java,12,2,2,1,0,1,2,0
com.airbnb.lottie.parser,LottieCompositionMoshiParser.java,218,12,12,1,0,1,16,4
com.airbnb.lottie.parser,package-info.java,3,0,0,0,0,0,0,0
com.airbnb.lottie.parser,DocumentDataParser.java,73,3,3,1,0,1,2,1
com.airbnb.lottie.parser,MaskParser.java,57,3,3,1,0,1,3,0
com.airbnb.lottie.parser,GradientColorParser.java,91,11,11,1,0,1,6,0
com.airbnb.lottie.parser,KeyframesParser.java,65,8,8,1,0,1,5,0
com.airbnb.lottie.parser,PolystarShapeParser.java,63,2,2,1,0,1,3,0
com.airbnb.lottie.parser,ShapePathParser.java,36,2,2,1,0,1,3,0
com.airbnb.lottie.parser,IntegerParser.java,11,2,2,1,0,1,2,0
com.airbnb.lottie.parser,FontCharacterParser.java,65,3,3,1,0,1,3,1
com.airbnb.lottie.parser,ValueParser.java,6,1,1,0,9,1,1,0
com.airbnb.lottie.parser,ShapeDataParser.java,78,11,11,1,0,1,2,1
com.airbnb.lottie.parser,GradientFillParser.java,77,2,2,1,0,1,3,1
com.airbnb.lottie.parser,JsonUtils.java,105,13,13,1,0,1,13,0
com.airbnb.lottie.parser,RepeaterParser.java,41,2,2,1,0,1,3,0
com.airbnb.lottie.parser,PathKeyframeParser.java,18,2,2,1,0,1,3,0
com.airbnb.lottie.parser,GradientStrokeParser.java,127,2,2,1,0,1,3,1
com.airbnb.lottie.parser,KeyframeParser.java,135,10,10,1,0,3,17,4
com.airbnb.lottie.parser,AnimatableTransformParser.java,128,16,16,1,0,1,15,1
com.airbnb.lottie.parser,ContentModelParser.java,83,4,4,1,0,1,3,0
com.airbnb.lottie.parser,LottieCompositionParser.java,92,4,4,1,0,1,5,0
com.airbnb.lottie.parser,PointFParser.java,28,3,3,1,0,1,2,0
com.airbnb.lottie.parser,ShapeGroupParser.java,41,2,2,1,0,1,3,0
com.airbnb.lottie.parser,FontParser.java,37,3,3,1,0,1,2,0
com.airbnb.lottie.parser,CircleShapeParser.java,43,2,2,1,0,1,3,0
com.airbnb.lottie.parser,ColorParser.java,33,8,8,1,0,1,2,0
com.airbnb.lottie.parser,RectangleShapeParser.java,43,2,2,1,0,1,3,0
com.airbnb.lottie.parser,ShapeStrokeParser.java,98,2,2,1,0,1,3,1
com.airbnb.lottie.parser,AnimatablePathValueParser.java,77,7,7,1,0,2,6,0
com.airbnb.lottie.parser.moshi,JsonEncodingException.java,8,1,1,4,0,1,1,0
com.airbnb.lottie.parser.moshi,JsonReader.java,131,26,24,2,0,1,23,4
com.airbnb.lottie.parser.moshi,JsonUtf8Reader.java,647,88,127,2,0,1,97,30
com.airbnb.lottie.parser.moshi,package-info.java,3,0,0,0,0,0,0,0
com.airbnb.lottie.parser.moshi,JsonDataException.java,7,1,1,4,0,1,1,0
com.airbnb.lottie.parser.moshi,JsonScope.java,37,3,3,1,0,1,2,1
com.airbnb.lottie.parser.moshi,LinkedHashTreeMap.java,592,85,80,3,0,1,63,9
com.airbnb.lottie.utils,MeanCalculator.java,19,2,2,1,0,1,2,2
com.airbnb.lottie.utils,package-info.java,3,0,0,0,0,0,0,0
com.airbnb.lottie.utils,LogcatLogger.java,32,9,9,1,0,1,9,0
com.airbnb.lottie.utils,MiscUtils.java,79,22,22,1,0,1,16,0
com.airbnb.lottie.utils,LottieValueAnimator.java,221,48,48,1,1,2,88,22
com.airbnb.lottie.utils,GammaEvaluator.java,37,3,3,1,0,1,5,0
com.airbnb.lottie.utils,Logger.java,23,6,6,1,0,2,15,0
com.airbnb.lottie.utils,Utils.java,248,61,61,1,0,3,25,4
com.airbnb.lottie.utils,BaseLottieAnimator.java,76,15,15,0,1,1,19,11
com.airbnb.lottie.value,SimpleLottieValueCallback.java,4,1,1,0,0,1,1,0
com.airbnb.lottie.value,LottieInterpolatedIntegerValue.java,14,3,3,3,0,1,3,0
com.airbnb.lottie.value,LottieRelativePointValueCallback.java,24,4,4,2,0,1,6,0
com.airbnb.lottie.value,Keyframe.java,99,13,13,1,1,2,16,9
com.airbnb.lottie.value,LottieValueCallback.java,29,6,6,1,6,1,7,5
com.airbnb.lottie.value,LottieRelativeFloatValueCallback.java,21,4,4,2,0,1,6,0
com.airbnb.lottie.value,LottieInterpolatedFloatValue.java,14,3,3,3,0,1,3,0
com.airbnb.lottie.value,LottieInterpolatedValue.java,21,4,4,2,3,1,5,3
com.airbnb.lottie.value,LottieRelativeIntegerValueCallback.java,15,2,2,2,0,1,4,0
com.airbnb.lottie.value,LottieInterpolatedPointValue.java,17,3,3,3,0,1,3,0
com.airbnb.lottie.value,ScaleXY.java,28,7,7,1,0,1,9,5
com.airbnb.lottie.value,LottieFrameInfo.java,42,8,8,1,0,1,8,8
com.airbnb.lottie,Fixtures.java,4,0,0,1,0,1,0,0
com.airbnb.lottie,KeyPathTest.java,214,64,64,2,0,1,126,64
com.airbnb.lottie,LottieDrawableTest.java,81,8,8,2,0,1,14,0
com.airbnb.lottie,BaseTest.java,8,0,0,1,6,1,0,0
com.airbnb.lottie,LottieCompositionFactoryTest.java,99,14,14,2,0,1,18,4
com.airbnb.lottie,MeanCalculatorTest.java,42,8,8,1,0,1,7,0
com.airbnb.lottie,PerformanceTrackerTest.java,57,6,6,1,0,1,6,0
com.airbnb.lottie,LottieTaskTest.java,72,7,11,2,0,1,5,4
com.airbnb.lottie,LottieValueAnimatorUnitTest.java,318,39,39,0,6,1,82,35
com.airbnb.lottie.model,LottieCompositionCacheTest.java,32,4,4,2,0,1,4,4
com.airbnb.lottie.model,MarkerTest.java,9,1,1,1,0,1,1,0
com.airbnb.lottie.utils,GammaEvaluatorTest.java,12,1,1,1,0,1,1,0
(default),Lotte.java,1,0,0,0,0,0,0,0
org::eclipse::osgi::tests::resolver::TestDynamic_004,org::eclipse::osgi::tests::services::resolver::AbstractStateTest,142,22,22,3,0,12,33,56
org::eclipse::osgi::tests::resolver::TestGenerated_001,org::eclipse::osgi::tests::services::resolver::AbstractStateTest,315,52,52,3,0,12,44,255
org::eclipse::osgi::baseadaptor::HookRegistry,java::lang::Object,224,40,40,1,0,27,54,145
org::eclipse::osgi::internal::baseadaptor::BaseStorage::StateSaver,java::lang::Runnable,78,17,17,1,0,13,17,0
org::eclipse::core::runtime::internal::adaptor::EclipseLazyStarter::TerminatingClassNotFoundException,org::eclipse::osgi::framework::adaptor::StatusException,10,3,3,1,0,1,3,1
org::eclipse::core::runtime::internal::adaptor::EclipseCommandProvider,java::lang::Object,188,38,40,1,0,20,50,10
org::eclipse::osgi::internal::signedcontent::SignedContentMessages,org::eclipse::osgi::util::NLS,3,1,1,2,0,2,2,0
org::eclipse::osgi::internal::baseadaptor::BasePermissionStorage,org::eclipse::osgi::framework::adaptor::PermissionStorage,49,13,13,1,0,6,17,15
org::osgi::service::condpermadmin::BundleSignerCondition,java::lang::Object,24,4,4,1,0,7,7,0
client1::multiple::exports::Activator,org::osgi::framework::BundleActivator,26,6,6,1,0,6,5,1
org::eclipse::osgi::internal::baseadaptor::StateManager,java::lang::Runnable,227,45,45,1,1,27,63,87
org::eclipse::osgi::framework::internal::core::ConditionalPermissionAdminImpl,java::lang::Object,132,28,29,1,0,26,46,7
org::eclipse::osgi::internal::module::BundleConstraint,org::eclipse::osgi::internal::module::ResolverConstraint,8,3,3,2,0,3,3,0
host::multiple::exports::PrivateClass2,java::lang::Object,0,0,0,1,0,0,0,0
org::eclipse::osgi::internal::resolver::BundleDeltaImpl,org::eclipse::osgi::service::resolver::BundleDelta,48,18,18,2,0,4,17,4
org::eclipse::osgi::internal::module::ResolverBundle,java::lang::Comparable,522,127,127,2,0,33,127,6
org::eclipse::osgi::internal::signedcontent::SignedContentImpl::SignedContentEntryImpl,org::eclipse::osgi::signedcontent::SignedContentEntry,28,8,8,1,0,10,10,5
org::eclipse::osgi::framework::internal::protocol::reference::ReferenceURLConnection,java::net::URLConnection,48,15,15,1,0,9,21,5
substitutes::x::Mx,java::lang::Object,0,0,0,1,0,0,0,0
org::eclipse::osgi::baseadaptor::bundlefile::FileBundleEntry,org::eclipse::osgi::baseadaptor::bundlefile::BundleEntry,54,8,8,2,0,8,10,9
org::eclipse::osgi::framework::debug::FrameworkDebugOptions,java::lang::Object,131,29,29,1,0,18,48,12
org::eclipse::osgi::internal::profile::DefaultProfileLogger::AccumPerfData,java::lang::Object,3,1,1,1,0,1,0,0
org::eclipse::osgi::internal::baseadaptor::SystemBundleData,org::eclipse::osgi::baseadaptor::BaseData,138,31,31,2,0,28,47,28
org::eclipse::osgi::baseadaptor::bundlefile::DirZipBundleEntry,org::eclipse::osgi::baseadaptor::bundlefile::BundleEntry,32,9,9,2,0,8,13,12
org::eclipse::core::runtime::internal::stats::ClassStats,java::lang::Object,64,20,20,1,0,6,23,158
chain::test::c::Activator,java::lang::Object,6,2,2,1,0,5,5,1
org::eclipse::osgi::internal::signedcontent::LegacyVerifierFactory::LegacyChain,org::eclipse::osgi::internal::provisional::verifier::CertificateChain,31,8,8,1,0,8,14,12
org::eclipse::osgi::tests::bundles::BundleInstaller,java::lang::Object,158,37,37,1,0,23,55,33
xfriends::test2::Activator,java::lang::Object,15,5,4,1,0,6,5,1
org::eclipse::osgi::internal::signedcontent::BERProcessor,java::lang::Object,185,34,34,1,0,6,19,18
org::eclipse::osgi::internal::module::ResolverImpl,org::eclipse::osgi::service::resolver::Resolver,647,127,127,1,0,50,135,27
chain::test::d::Activator,java::lang::Object,6,2,2,1,0,5,5,1
nativetest::a1::Activator,org::osgi::framework::BundleActivator,9,2,2,1,0,7,8,1
org::eclipse::osgi::util::TextProcessor,java::lang::Object,208,28,28,1,0,5,23,5
org::eclipse::core::runtime::adaptor::LocationManager,java::lang::Object,291,63,63,1,0,16,66,29
org::eclipse::osgi::framework::internal::protocol::bundleresource::Handler,org::eclipse::osgi::framework::internal::core::BundleResourceHandler,28,8,8,2,0,9,12,0
org::eclipse::osgi::internal::baseadaptor::BundleUninstall,org::eclipse::osgi::framework::adaptor::BundleOperation,39,5,5,1,0,8,9,2
org::osgi::util::tracker::ServiceTracker::Tracked,org::osgi::framework::ServiceListener,316,41,41,2,1,10,29,0
org::eclipse::osgi::baseadaptor::BaseData,java::lang::Object,371,85,85,1,1,37,92,1016
legacy::lazystart::TrueExceptionLegacy2,org::eclipse::osgi::tests::bundles::ITestRunner,3,1,1,1,0,2,2,0
org::eclipse::osgi::internal::resolver::BundleDescriptionImpl,org::eclipse::osgi::service::resolver::BundleDescription,425,127,127,2,0,31,114,531
org::eclipse::osgi::framework::internal::core::FrameworkConsole::ConsoleSocketGetter,java::lang::Object,59,9,9,1,0,10,18,4
substitutes::x::Lx,java::lang::Object,0,0,0,1,0,0,0,0
org::eclipse::osgi::framework::internal::core::PackageAdminImpl::GetBundleAction,java::lang::Object,7,2,2,1,0,2,2,0
org::eclipse::osgi::internal::baseadaptor::BaseStorageHook,java::lang::Object,339,86,86,2,0,44,135,542
org::eclipse::core::runtime::internal::adaptor::DefaultStartupMonitor,java::lang::Object,39,7,7,1,0,14,13,0
org::eclipse::osgi::internal::signedcontent::SignedContentFile,org::eclipse::osgi::signedcontent::SignedContent,56,16,16,1,0,13,21,0
thread::locktest::ATest,java::lang::Object,0,0,0,1,0,0,0,0
org::eclipse::osgi::internal::module::GenericCapability,org::eclipse::osgi::internal::module::VersionSupplier,13,4,4,2,0,3,7,2
org::eclipse::osgi::framework::internal::core::Msg,org::eclipse::osgi::util::NLS,4,1,1,2,0,2,2,0
fragment::test::attach::host::a::internal::test::TestPackageAccess,org::eclipse::osgi::tests::bundles::ITestRunner,4,1,1,1,0,3,4,0
org::eclipse::osgi::framework::internal::core::FrameworkCommandProvider,org::eclipse::osgi::framework::console::CommandProvider,647,127,127,3,0,50,135,1265
org::eclipse::core::runtime::internal::adaptor::Semaphore,java::lang::Object,48,12,12,1,0,3,8,3
org::eclipse::osgi::tests::resolver::TestGrouping_006,org::eclipse::osgi::tests::services::resolver::AbstractStateTest,91,15,15,3,0,10,24,42
org::eclipse::osgi::tests::resolver::TestAttributes_001,org::eclipse::osgi::tests::services::resolver::AbstractStateTest,152,24,25,3,0,12,34,81
org::eclipse::osgi::framework::internal::core::ConsoleMsg,org::eclipse::osgi::util::NLS,4,1,1,2,0,2,2,0
org::eclipse::osgi::tests::resolver::TestCycle_002,org::eclipse::osgi::tests::services::resolver::AbstractStateTest,132,24,24,3,0,11,29,30
org::eclipse::osgi::baseadaptor::bundlefile::MRUBundleFileList,java::lang::Object,162,34,34,1,0,12,28,10
org::eclipse::osgi::framework::internal::core::PermissionAdminImpl,java::lang::Object,428,66,66,1,0,33,58,0
org::eclipse::osgi::internal::module::VersionSupplier,java::lang::Object,23,7,7,1,3,6,11,4
nativetest::d::Activator,org::osgi::framework::BundleActivator,8,2,2,1,0,7,8,1
org::eclipse::osgi::internal::baseadaptor::BundleUpdate,org::eclipse::osgi::framework::adaptor::BundleOperation,116,20,20,1,0,24,50,0
org::eclipse::osgi::baseadaptor::bundlefile::ZipBundleEntry::ZipBundleEntryInputStream,java::io::InputStream,39,12,12,1,0,2,19,0
org::eclipse::core::runtime::adaptor::EclipseStarter::InitialBundle,java::lang::Object,6,1,1,1,0,2,0,0
org::eclipse::osgi::internal::signedcontent::DigestedInputStream,java::io::FilterInputStream,118,22,21,1,0,9,22,14
test1::Activator,org::osgi::framework::BundleActivator,6,2,2,1,0,5,5,1
org::eclipse::osgi::framework::internal::protocol::URLStreamHandlerSetter,org::osgi::service::url::URLStreamHandlerSetter,16,3,3,1,0,3,4,0
org::eclipse::osgi::framework::internal::core::SystemPolicy,java::lang::Object,51,15,15,1,0,10,13,0
org::eclipse::osgi::framework::internal::core::BundleCombinedPermissions,org::eclipse::osgi::framework::internal::core::BundlePermissionCollection,112,19,19,2,0,6,18,5
org::eclipse::osgi::framework::internal::protocol::MultiplexingURLStreamHandler,java::net::URLStreamHandler,173,34,34,1,0,21,28,0
org::eclipse::osgi::tests::resolver::TestDynamic_006,org::eclipse::osgi::tests::services::resolver::AbstractStateTest,96,15,15,3,0,11,28,42
host::multiple::exports::PrivateClass1,java::lang::Object,0,0,0,1,0,0,0,0
org::eclipse::osgi::framework::internal::core::SystemBundle,org::eclipse::osgi::framework::internal::core::BundleHost,246,28,28,3,0,25,46,28
xfriends::test1::onlyforfriends::TestFriends,java::lang::Object,0,0,0,1,0,0,0,0
org::eclipse::osgi::tests::resolver::TestPropagation_001,org::eclipse::osgi::tests::services::resolver::AbstractStateTest,138,23,23,3,0,12,32,56
org::eclipse::osgi::tests::resolver::TestCycle_003,org::eclipse::osgi::tests::services::resolver::AbstractStateTest,90,15,15,3,0,10,24,42
org::eclipse::osgi::util::ManifestElement,java::lang::Object,415,68,68,1,0,20,60,58
org::eclipse::osgi::framework::internal::core::Framework::DuplicateBundleException,org::eclipse::osgi::framework::adaptor::StatusException,10,3,3,2,0,2,3,1
org::eclipse::osgi::framework::internal::protocol::MultiplexingContentHandler,java::net::ContentHandler,11,3,3,1,0,4,4,0
org::eclipse::osgi::framework::internal::core::Util,java::lang::Object,183,26,26,1,0,4,17,21
org::osgi::service::condpermadmin::ConditionInfo,java::lang::Object,286,40,48,1,0,8,26,8
org::eclipse::osgi::baseadaptor::bundlefile::BundleFile,java::lang::Object,152,20,20,1,5,20,37,65
org::eclipse::core::runtime::internal::stats::BundleStats,java::lang::Object,73,24,24,1,0,6,27,75
org::eclipse::osgi::internal::signedcontent::SignedBundleFile,org::eclipse::osgi::internal::signedcontent::SignedContentConstants,124,39,39,2,0,26,54,42
org::eclipse::osgi::framework::internal::core::ConditionalPermissionInfoImpl,java::io::Serializable,222,50,50,1,0,27,51,9
org::eclipse::osgi::internal::resolver::ComputeNodeOrder::Digraph::Vertex,java::lang::Object,8,1,1,1,0,4,1,0
org::eclipse::osgi::util::NLS::MessagesProperties,java::util::Properties,38,8,8,1,0,11,8,0
org::osgi::framework::AdminPermission::SignerWrapper,java::lang::Object,14,4,4,1,0,5,3,0
org::eclipse::osgi::framework::internal::core::BundleLoader,org::eclipse::osgi::framework::adaptor::ClassLoaderDelegate,647,127,127,1,1,50,135,27
org::eclipse::osgi::internal::signedcontent::SignedContentImpl,java::lang::Object,86,29,29,1,0,20,36,19
org::eclipse::osgi::internal::provisional::service::security::AuthorizationEvent,java::lang::Object,41,5,5,1,0,1,4,6
org::eclipse::osgi::internal::baseadaptor::AdaptorUtil,java::lang::Object,195,39,39,1,0,32,54,44
org::eclipse::equinox::launcher::JNIBridge,java::lang::Object,101,25,25,1,0,3,19,15
org::eclipse::osgi::framework::internal::core::SystemBundleLoader,org::eclipse::osgi::framework::internal::core::BundleLoader,145,34,34,2,0,19,38,10
org::eclipse::osgi::framework::internal::core::SystemBundle::SystemBundleHeaders,java::util::Dictionary,34,11,11,1,0,4,16,0
org::eclipse::core::runtime::internal::adaptor::PluginParser::Prerequisite,java::lang::Object,30,9,9,1,0,1,8,18
org::eclipse::equinox::internal::launcher::Constants,java::lang::Object,0,0,0,1,0,1,0,0
org::eclipse::osgi::framework::internal::core::BundleProtectionDomainImpl,org::eclipse::osgi::framework::adaptor::BundleProtectionDomain,8,1,1,2,0,2,1,0
org::osgi::framework::BundleEvent,java::util::EventObject,42,3,3,1,0,1,3,1
org::eclipse::core::runtime::internal::adaptor::PluginParser,org::eclipse::core::runtime::internal::adaptor::IModel,416,101,106,1,0,27,84,244
org::eclipse::osgi::internal::module::GroupingChecker::PackageRoots,java::lang::Object,130,46,46,1,0,8,19,6
substitutes::x::Nx,java::lang::Object,0,0,0,1,0,0,0,0
org::eclipse::osgi::framework::internal::core::BundleURLConnection,java::net::URLConnection,86,20,20,1,0,7,21,21
host::multiple::exports::PublicClass2,java::lang::Object,0,0,0,1,0,0,0,0
org::eclipse::core::runtime::internal::adaptor::EclipseAdaptorHook,org::eclipse::osgi::baseadaptor::hooks::AdaptorHook,124,30,30,1,0,39,53,43
org::osgi::framework::InvalidSyntaxException,java::lang::Exception,69,5,5,1,0,2,5,3
org::eclipse::osgi::internal::module::GenericConstraint,org::eclipse::osgi::internal::module::ResolverConstraint,25,9,9,2,0,5,16,0
org::eclipse::osgi::framework::internal::protocol::reference::Handler,java::net::URLStreamHandler,13,4,4,1,0,5,7,0
org::eclipse::osgi::internal::signedcontent::PKCS7Processor,org::eclipse::osgi::internal::signedcontent::SignedContentConstants,394,57,57,1,0,34,76,20
org::eclipse::osgi::tests::resolver::TestCycle_001,org::eclipse::osgi::tests::services::resolver::AbstractStateTest,92,16,16,3,0,11,27,18
org::eclipse::osgi::framework::internal::core::ConditionalPermissions,java::security::PermissionCollection,178,38,38,1,0,15,35,3
chain::test::b::Activator,org::osgi::framework::BundleActivator,6,2,2,1,0,5,5,1
org::eclipse::osgi::framework::internal::core::NullPackageSource,org::eclipse::osgi::framework::internal::core::PackageSource,31,11,10,2,0,7,12,21
org::eclipse::osgi::tests::resolver::TestCycle_005,org::eclipse::osgi::tests::services::resolver::AbstractStateTest,117,19,19,3,0,12,30,35
org::eclipse::osgi::framework::internal::core::Constants,org::osgi::framework::Constants,6,2,2,1,0,1,2,0
nativetest::a2::Activator,java::lang::Object,9,2,2,1,0,7,8,1
org::eclipse::osgi::tests::resolver::TestBSN_001,org::eclipse::osgi::tests::services::resolver::AbstractStateTest,102,17,17,3,0,12,30,39
org::eclipse::osgi::internal::resolver::VersionConstraintImpl,java::lang::Object,36,12,12,2,5,7,14,14
org::eclipse::osgi::internal::resolver::StateBuilder,java::lang::Object,516,127,127,1,0,50,135,0
chain::test::TestSingleChain,java::lang::Object,3,1,1,1,0,2,2,0
circularity::test::TestCircularity,circularity::test::a::ICircularity,0,0,0,1,0,0,0,0
org::eclipse::core::runtime::internal::adaptor::EclipseLazyStarter,org::eclipse::osgi::baseadaptor::HookConfigurator,196,55,55,1,0,47,86,100
org::eclipse::osgi::tests::resolver::TestGrouping_003,org::eclipse::osgi::tests::services::resolver::AbstractStateTest,162,27,27,3,0,12,34,82
org::eclipse::osgi::framework::internal::core::Framework,java::lang::Runnable,647,127,127,1,0,50,135,76
org::eclipse::osgi::framework::internal::core::ManifestLocalization::LocalizationResourceBundle,java::util::PropertyResourceBundle,9,3,3,1,0,2,4,1
org::eclipse::osgi::tests::resolver::TestOptional_002,org::eclipse::osgi::tests::services::resolver::AbstractStateTest,107,19,19,3,0,12,31,39
org::eclipse::osgi::tests::resolver::TestDynamic_005,org::eclipse::osgi::tests::services::resolver::AbstractStateTest,96,15,15,3,0,11,28,42
org::eclipse::core::runtime::adaptor::EclipseStarter,java::lang::Object,647,127,127,1,0,50,135,14
org::eclipse::osgi::framework::debug::Debug,java::lang::Object,177,26,26,1,0,10,51,0
org::eclipse::osgi::framework::internal::core::GlobalPolicy,org::eclipse::osgi::framework::internal::core::IBuddyPolicy,38,10,10,1,0,10,12,0
substitutes::y::Iy,java::lang::Object,0,0,0,1,0,0,0,0
host::multiple::exports::PublicClass1,java::lang::Object,0,0,0,1,0,0,0,0
host::multiple::exports::onlyone::PublicClass1,java::lang::Object,0,0,0,1,0,0,0,0
org::eclipse::core::runtime::internal::stats::ResourceBundleStats,java::lang::Object,78,19,19,1,0,11,29,25
org::eclipse::osgi::framework::eventmgr::EventManager::EventThread,java::lang::Thread,117,18,19,1,0,11,16,0
org::eclipse::osgi::tests::util::TextProcessorSessionTest,java::lang::Object,16,2,2,1,0,2,3,0
org::eclipse::osgi::tests::resolver::TestRFC79_004,org::eclipse::osgi::tests::services::resolver::AbstractStateTest,138,24,24,3,0,12,32,57
ext::extclasspath::a::importer::Activator,org::osgi::framework::BundleActivator,15,4,4,1,0,11,13,1
org::eclipse::osgi::framework::internal::core::AliasMapper,java::lang::Object,120,27,27,1,0,12,19,1
